"X","Y","PartID","depth","date_time","distance_decdegree","distance_meters","movement","id","Lat","Long","json_file","DeliveryTime","DeliveryDay"
145.44157,-14.675049,0,3.55,2021-11-26 08:24:00,0.0475781076512981,5290.44419017301,"moving",22,-14.67482,145.44138,"run_day_11652_liz21_del_08_22.json","08",11652
145.441662,-14.675449,0,3.55,2021-11-26 08:36:00,0.0455656092663113,5066.66457988211,"moving",22,-14.67482,145.44138,"run_day_11652_liz21_del_08_22.json","08",11652
145.441764,-14.675828,0,3.55,2021-11-26 08:48:00,0.0435477187623961,4842.28539332251,"moving",22,-14.67482,145.44138,"run_day_11652_liz21_del_08_22.json","08",11652
145.441887,-14.676187,0,3.55,2021-11-26 09:00:00,0.0420544599634332,4676.24259071049,"moving",22,-14.67482,145.44138,"run_day_11652_liz21_del_08_22.json","08",11652
145.441664,-14.675289,1,3.55,2021-11-26 08:38:00,0.0448676893360189,4989.05942442947,"moving",22,-14.67482,145.44138,"run_day_11652_liz21_del_08_22.json","08",11652
145.441762,-14.67566,1,3.55,2021-11-26 08:50:00,0.0425788860164516,4734.55610720636,"moving",22,-14.67482,145.44138,"run_day_11652_liz21_del_08_22.json","08",11652
145.441871,-14.676013,1,3.55,2021-11-26 09:02:00,0.0409655455835632,4555.16083611864,"moving",22,-14.67482,145.44138,"run_day_11652_liz21_del_08_22.json","08",11652
145.441998,-14.676346,1,3.55,2021-11-26 09:14:00,0.0394675726173402,4388.59384202394,"moving",22,-14.67482,145.44138,"run_day_11652_liz21_del_08_22.json","08",11652
145.441489,-14.67531,2,3.55,2021-11-26 08:23:00,0.0516512494988584,5743.35689912536,"moving",22,-14.67482,145.44138,"run_day_11652_liz21_del_08_22.json","08",11652
145.441598,-14.675745,2,3.55,2021-11-26 08:35:00,0.0497705603636867,5534.23380869873,"moving",22,-14.67482,145.44138,"run_day_11652_liz21_del_08_22.json","08",11652
145.441728,-14.676152,2,3.55,2021-11-26 08:47:00,0.0473675034924358,5267.02607617728,"moving",22,-14.67482,145.44138,"run_day_11652_liz21_del_08_22.json","08",11652
145.441876,-14.676535,2,3.55,2021-11-26 08:59:00,0.0454659412275704,5055.58199962551,"moving",22,-14.67482,145.44138,"run_day_11652_liz21_del_08_22.json","08",11652
145.441312,-14.675276,3,3.55,2021-11-26 08:34:00,0.0592843286905484,6592.11657991744,"moving",22,-14.67482,145.44138,"run_day_11652_liz21_del_08_22.json","08",11652
145.441441,-14.675769,3,3.55,2021-11-26 08:46:00,0.0565480508670194,6287.856368051,"moving",22,-14.67482,145.44138,"run_day_11652_liz21_del_08_22.json","08",11652
