"X","Y","PartID","depth","date_time","distance_decdegree","distance_meters","movement","id","Lat","Long","json_file","DeliveryTime","DeliveryDay"
145.438402,-14.681424,0,3.55,2021-11-26 08:40:00,0.126231126336191,14036.2608332128,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.437952,-14.681482,1,3.55,2021-11-26 08:14:00,0.121012401126695,13455.9650663648,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.437996,-14.68132,2,3.55,2021-11-26 08:36:00,0.123497638402999,13732.3108429977,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.438306,-14.681373,3,3.55,2021-11-26 08:28:00,0.125736569923708,13981.2686692052,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.438375,-14.68152,4,3.55,2021-11-26 08:23:00,0.123714408224909,13756.4145474437,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.438325,-14.681368,5,3.55,2021-11-26 08:22:00,0.1256701438155,13973.8824229756,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.437836,-14.681531,6,3.55,2021-11-26 08:17:00,0.125094708685887,13909.8969559496,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.437855,-14.681448,7,3.55,2021-11-26 08:40:00,0.126096193777857,14021.2570172869,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.4381,-14.681277,8,3.55,2021-11-26 08:14:00,0.125049861356294,13904.9101604253,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.438159,-14.68124,9,3.55,2021-11-26 08:41:00,0.126323014528332,14046.4783339974,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.438007,-14.681339,10,3.55,2021-11-26 08:21:00,0.123049496243176,13682.4797084099,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.438257,-14.681347,11,3.55,2021-11-26 08:17:00,0.125150485368429,13916.0990400733,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.438071,-14.681501,12,3.55,2021-11-26 08:54:00,0.121496835232612,13509.8316812364,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.437885,-14.681554,13,3.55,2021-11-26 08:36:00,0.12354674153889,13737.7708625912,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.438056,-14.681322,14,3.55,2021-11-26 09:08:00,0.122063919636185,13572.8885898929,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
145.438001,-14.681343,15,3.55,2021-11-26 08:25:00,0.123049496240794,13682.479708145,"moving",15,-14.6803,145.43803,"run_day_11652_liz21_del_08_15.json","08",11652
