"X","Y","PartID","depth","date_time","distance_decdegree","distance_meters","movement","id","Lat","Long","json_file","DeliveryTime","DeliveryDay"
145.442082,-14.66668,0,3.55,2021-11-26 06:34:00,0.0952755950185999,10594.1627991099,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.441763,-14.667464,0,3.55,2021-11-26 06:46:00,0.0936874485433441,10417.568968293,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442605,-14.666625,1,3.55,2021-11-26 07:01:00,0.0563106346273926,6261.45688670147,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442406,-14.667057,1,3.55,2021-11-26 07:13:00,0.0525901702253216,5847.76012042949,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442257,-14.667547,1,3.55,2021-11-26 07:25:00,0.056794121530517,6315.21817742799,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442704,-14.666575,2,3.55,2021-11-26 06:27:00,0.047474586083955,5278.93311708617,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442534,-14.666918,2,3.55,2021-11-26 06:39:00,0.0422973961914181,4703.25586676058,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442381,-14.667328,2,3.55,2021-11-26 06:51:00,0.0484697919106511,5389.59495598187,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442265,-14.667734,2,3.55,2021-11-26 07:03:00,0.0468379200299127,5208.13908190985,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442247,-14.666502,3,3.55,2021-11-26 06:21:00,0.0882598664058365,9814.04937065554,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.441937,-14.667243,3,3.55,2021-11-26 06:33:00,0.0888878133353984,9883.87388342486,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442302,-14.666768,4,3.55,2021-11-26 06:15:00,0.0725933487705694,8072.01209142634,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442094,-14.6674,4,3.55,2021-11-26 06:27:00,0.0737511854767938,8200.75765904134,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442608,-14.666517,5,3.55,2021-11-26 06:57:00,0.0647235744362612,7196.9331116137,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442391,-14.66698,5,3.55,2021-11-26 07:09:00,0.0565280706178442,6285.63466570963,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442228,-14.667506,5,3.55,2021-11-26 07:21:00,0.0610602505869177,6789.59008491069,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442225,-14.666545,6,3.55,2021-11-26 06:32:00,0.0901062705097158,10019.3601395426,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.441916,-14.667301,6,3.55,2021-11-26 06:44:00,0.0903964635558549,10051.6281340208,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442231,-14.666776,7,3.55,2021-11-26 06:36:00,0.0815918348680092,9072.59809294323,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.441997,-14.667471,7,3.55,2021-11-26 06:48:00,0.0812766079372147,9037.54645749715,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442578,-14.66655,8,3.55,2021-11-26 06:29:00,0.0631227079895721,7018.92488450637,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442364,-14.667025,8,3.55,2021-11-26 06:41:00,0.0576162574490799,6406.63552058445,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442211,-14.667551,8,3.55,2021-11-26 06:53:00,0.0607600841671784,6756.21310188662,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442513,-14.666486,9,3.55,2021-11-26 06:46:00,0.0750335170783317,8343.34642740833,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.442264,-14.667049,9,3.55,2021-11-26 06:58:00,0.0680922722044598,7571.51521283623,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
145.44209,-14.667655,9,3.55,2021-11-26 07:10:00,0.0699354119900811,7776.46300609406,"moving",10,-14.66606,145.44272,"run_day_11652_liz21_del_06_10.json","06",11652
